12	Annalena Baerbock	dummy.png	/wiki/Annalena_Baerbock	Annalena Charlotte Alma Baerbock (* 15. Dezember 1980 in Hannover) ist eine deutsche Politikerin der Grünen und Bundestagsabgeordnete. Sie ist Mitglied des Parteirats von Bündnis 90/Die Grünen und war von 2009 bis 2013 Vorsitzende des Landesverbands Brandenburg. Sie ist verheiratet und hat zwei Töchter.[1][2]	2179010672	ABaerbock
13	Ulrike Bahr	dummy.png	/wiki/Ulrike_Bahr	Ulrike Renate Martina Bahr (* 25. April 1964 in Nördlingen) ist eine deutsche Politikerin (SPD) und Abgeordnete im 18. Deutschen Bundestag.	none	none
14	Dorothee Bär	dummy.png	/wiki/Dorothee_B%C3%A4r	Dorothee Bär (* 19. April 1978 in Bamberg als Dorothee Mantel) ist eine deutsche Politikerin (CSU).	140821364	DoroBaer
15	Heinz-Joachim Barchmann	dummy.png	/wiki/Heinz-Joachim_Barchmann	Heinz-Joachim Barchmann (* 17. November 1950 in Wunstorf-Idensen; auch Achim Barchmann) ist ein deutscher Politiker (SPD) und Gewerkschafter. Heinz-Joachim Barchmann ist seit 2009 Mitglied des Deutschen Bundestages.	none	none
16	Thomas Bareiß	dummy.png	/wiki/Thomas_Barei%C3%9F	Thomas Bareiß (* 15. Februar 1975 in Albstadt-Ebingen) ist ein deutscher Politiker (CDU).	2797812265	Thomas_Bareiss
17	Katarina Barley	dummy.png	/wiki/Katarina_Barley	Katarina Barley (* 19. November 1968 in Köln) ist eine deutsche Juristin, Politikerin (SPD) und Abgeordnete im 18. Deutschen Bundestag.	none	none
18	Doris Barnett	dummy.png	/wiki/Doris_Barnett	Doris Barnett geb. Frenzel (* 22. Mai 1953 in Ludwigshafen am Rhein) ist eine deutsche Politikerin (SPD). Sie war von 1998 bis 2002 Vorsitzende des Ausschusses für Arbeit und Sozialordnung des Deutschen Bundestages.	none	none
19	Hans-Peter Bartels	dummy.png	/wiki/Hans-Peter_Bartels	Hans-Peter Bartels (* 7. Mai 1961 in Düsseldorf) ist ein deutscher Politiker (SPD). Seit Mai 2015 ist er Wehrbeauftragter des Deutschen Bundestages.	none	none
20	Klaus Barthel	dummy.png	/wiki/Klaus_Barthel	Klaus Barthel (* 28. Dezember 1955 in München) ist ein deutscher Politiker (SPD).	none	none
21	Norbert Barthle	dummy.png	/wiki/Norbert_Barthle	Norbert Barthle (* 1. Februar 1952 in Schwäbisch Gmünd) ist ein deutscher Politiker (CDU) und seit 2015 Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur.	none	none
22	Matthias Bartke	dummy.png	/wiki/Matthias_Bartke	Matthias Bartke (* 16. Januar 1959 in Bremen) ist ein deutscher Politiker der Sozialdemokratischen Partei Deutschlands (SPD). Seit 2013 ist er Mitglied des Deutschen Bundestages.	none	none
23	Sören Bartol	dummy.png	/wiki/S%C3%B6ren_Bartol	Sören Bartol (* 4. September 1974 in Hamburg) ist ein deutscher Politiker der Sozialdemokratischen Partei Deutschlands (SPD).	57293969	soerenbartol
24	Dietmar Bartsch	dummy.png	/wiki/Dietmar_Bartsch	Dietmar Gerhard Bartsch (* 31. März 1958 in Stralsund) ist ein deutscher Politiker (Die Linke). Er ist Mitglied des Deutschen Bundestages und seit dem 13. Oktober 2015 zusammen mit Sahra Wagenknecht Vorsitzender der Linksfraktion und damit Oppositionsführer des 18. Bundestags. Er war zuvor Bundesschatzmeister der PDS, Bundesgeschäftsführer der Linkspartei sowie Zweiter Stellvertretender Fraktionschef. Er wird, im Gegensatz zu Wagenknecht, zum moderaten, reformorientierten Parteiflügel gezählt.	2320519958	DietmarBartsch
25	Bärbel Bas	dummy.png	/wiki/B%C3%A4rbel_Bas	Bärbel Bas (* 3. Mai 1968 in Walsum) ist eine deutsche Politikerin (SPD) aus Duisburg. Seit der Bundestagswahl 2009 ist sie Mitglied des Deutschen Bundestages und seit Dezember 2013 Parlamentarische Geschäftsführerin der SPD-Bundestagsfraktion.	19438957	baerbelbas
26	Sabine Bätzing-Lichtenthäler	dummy.png	/wiki/Sabine_B%C3%A4tzing-Lichtenth%C3%A4ler	Sabine Bätzing-Lichtenthäler (* 13. Februar 1975 in Altenkirchen (Westerwald)) ist eine deutsche Politikerin (SPD). Sie war von 2002 bis November 2014 Mitglied des Deutschen Bundestages. Im Zeitraum von 2005 bis 2009 war sie Drogenbeauftragte der Bundesregierung. Mitte November 2014 wurde sie rheinland-pfälzische Ministerin für Soziales, Arbeit, Gesundheit und Demografie.[1] Seit Juni 2015 ist sie stellvertretendes Mitglied im Deutschen Bundesrat für Rheinland-Pfalz.	281941547	Sabine_Baetzing
27	Günter Baumann	dummy.png	/wiki/G%C3%BCnter_Baumann_(Politiker)	Günter Helmut Baumann (* 1. August 1947 in Annaberg-Buchholz) ist ein deutscher Politiker (CDU) und seit 2005 Vorsitzender der Arbeitsgruppe Petitionen der CDU/CSU-Bundestagsfraktion.	none	none
28	Marieluise Beck	dummy.png	/wiki/Marieluise_Beck	Marieluise Beck (* 25. Juni 1952 in Bramsche) ist eine deutsche Politikerin von Bündnis 90/Die Grünen. Sie ist Mitglied des Bundestags und Sprecherin für Osteuropapolitik ihrer Partei. Sie war von 2002 bis 2005 parlamentarische Staatssekretärin bei der Bundesministerin für Familie, Senioren, Frauen und Jugend und von 1998 bis 2005 Ausländerbeauftragte der Bundesregierung. Seit 17. Februar 2006 ist sie mit ihrem langjährigen Lebensgefährten, dem ebenfalls Grünen-Politiker und seit 2001 Leiter der Heinrich Böll Stiftung, Ralf Fücks verheiratet, mit dem sie zwei Töchter hat.	763549040	MarieluiseBeck
29	Volker Beck	dummy.png	/wiki/Volker_Beck	Volker Beck (* 12. Dezember 1960 in Stuttgart-Bad Cannstatt) ist ein deutscher Politiker (Bündnis 90/Die Grünen) und Menschenrechtler. Seit 1994 ist er Mitglied des Deutschen Bundestags. Er ist innenpolitischer Sprecher der Bundestagsfraktion, Vorsitzender der deutsch-israelischen Parlamentariergruppe des Deutschen Bundestages und Sprecher für Religionspolitik seiner Fraktion.	16337664	Volker_Beck
30	Dirk Becker	dummy.png	/wiki/Dirk_Becker	Dirk Becker (* 4. Mai 1966 in Bielefeld-Gadderbaum) ist ein deutscher Politiker (SPD), ehemaliges Mitglied des Deutschen Bundestages und seit 2015 Bürgermeister der lippischen Stadt Oerlinghausen.	none	none
31	Uwe Beckmeyer	dummy.png	/wiki/Uwe_Beckmeyer	Uwe Karl Beckmeyer (* 26. März 1949 in Bremerhaven) ist ein deutscher Politiker (SPD). Von 1987 bis 1991 war er Wirtschaftssenator und von 1991 bis 1999 Senator für Außenhandel der Freien Hansestadt Bremen. Von 2006 bis 2010 war er Landesvorsitzender der SPD Bremen. Er ist seit Ende 2013 Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Energie.	none	none
32	Maik Beermann	dummy.png	/wiki/Maik_Beermann	Maik Beermann (* 19. Oktober 1981 in Nienburg/Weser) ist ein deutscher Politiker (CDU). Er wurde bei der Bundestagswahl 2013 in den 18. Deutschen Bundestag gewählt.	569257486	MaikBeermann
33	Herbert Behrens	dummy.png	/wiki/Herbert_Behrens	Herbert Behrens (* 30. Mai 1954 in Osterholz-Scharmbeck) ist ein deutscher Gewerkschafter und Politiker der Partei Die Linke. Seit 2009 ist er Mitglied des Deutschen Bundestages.	573861390	HerbertBehrens
34	Manfred Behrens	dummy.png	/wiki/Manfred_Behrens	Manfred Behrens (* 28. Oktober 1956 in Magdeburg) ist ein deutscher Politiker (CDU).	61577387	Manfredbehrens
35	Veronika Bellmann	dummy.png	/wiki/Veronika_Bellmann	Veronika Maria Bellmann geb. Wächter (* 20. November 1960 in Karl-Marx-Stadt) ist eine deutsche Politikerin (CDU).	none	none
36	Sybille Benning	dummy.png	/wiki/Sybille_Benning	Sybille Benning (* 8. Januar 1961 in Münster) ist eine deutsche Politikerin (CDU). Sie wurde bei der Bundestagswahl 2013 in den Deutschen Bundestag gewählt.	none	none
37	André Berghegger	dummy.png	/wiki/Andr%C3%A9_Berghegger	André Berghegger (* 5. Juli 1972 in Osnabrück)[1] ist ein deutscher Politiker (CDU). Er war von 2006 bis 2013 Bürgermeister der Stadt Melle.[2] Seit dem 22. Oktober 2013 ist er Mitglied des Deutschen Bundestages.	none	none
38	Christoph Bergner	dummy.png	/wiki/Christoph_Bergner	Christoph Georg Bergner (* 24. November 1948 in Zwickau) ist ein deutscher Politiker (CDU). Er war von 1993 bis 1994 Ministerpräsident des Landes Sachsen-Anhalt. Von 2005 bis 2013 war er Parlamentarischer Staatssekretär beim Bundesminister des Innern.	none	none
39	Ute Bertram	dummy.png	/wiki/Ute_Bertram	Ute Bertram (* 8. Juli 1961 in Hildesheim) ist eine deutsche Bankfachwirtin und Politikerin (CDU).	none	none
40	Peter Beyer	dummy.png	/wiki/Peter_Beyer_(Politiker)	Peter Beyer (* 25. Dezember 1970 in Ratingen) ist ein deutscher Politiker (CDU) und Rechtsanwalt (Fachanwalt für gewerblichen Rechtsschutz).	69814084	PeterbeyerCDU
41	Steffen Bilger	dummy.png	/wiki/Steffen_Bilger	Steffen Bilger (* 16. Februar 1979 in Schongau) ist ein deutscher Politiker (CDU).	23925041	SteffenBilger
42	Karin Binder	dummy.png	/wiki/Karin_Binder	Karin Binder (* 28. August 1957 in Stuttgart) ist eine deutsche Politikerin (Die Linke). Sie ist Mitglied des Deutschen Bundestages.	22142658	karinbinder
43	Lothar Binding	dummy.png	/wiki/Lothar_Binding	Lothar Binding (* 1. April 1950 in Sandershausen) ist ein deutscher Politiker (SPD).	2617281050	Lothar_Binding
44	Clemens Binninger	dummy.png	/wiki/Clemens_Binninger	Clemens Binninger (* 24. April 1962 in Bonndorf) ist ein deutscher Politiker (CDU) und Mitglied des Deutschen Bundestages.	none	none
45	Matthias Birkwald	dummy.png	/wiki/Matthias_Birkwald	Matthias W. Birkwald (* 28. September 1961 in Münster) ist ein deutscher Politiker (DIE LINKE) und Sozialwissenschaftler. Seit Oktober 2009 ist er Mitglied des Deutschen Bundestages.	748851762	MWBirkwald
46	Peter Bleser	dummy.png	/wiki/Peter_Bleser	Peter Bleser (* 23. Juli 1952 in Brachtendorf) ist ein deutscher Politiker (CDU). Er war von 2005 bis Februar 2011 Vorsitzender der Arbeitsgruppe Ernährung, Landwirtschaft und Verbraucherschutz der CDU/CSU-Bundestagsfraktion. Seit Februar 2011 ist Bleser Parlamentarischer Staatssekretär im Bundesministerium für Ernährung und Landwirtschaft.	none	none
47	Burkhard Blienert	dummy.png	/wiki/Burkhard_Blienert	Burkhard Blienert (* 30. März 1966 in Braubach) ist ein deutscher Politiker der SPD und Bundestagsabgeordneter im 18. Deutschen Bundestag.	none	none
48	Heidrun Bluhm	dummy.png	/wiki/Heidrun_Bluhm	Heidrun Bluhm, geb. Samow MdB, (* 18. Januar 1958 in Schwerin, DDR) ist eine deutsche Politikerin (Die Linke). Seit dem Rücktritt von Steffen Bockhahn ist sie Vorsitzende des Landesverbandes in Mecklenburg-Vorpommern.[1]	none	none
49	Maria Böhmer	dummy.png	/wiki/Maria_B%C3%B6hmer	Maria Böhmer (* 23. April 1950 in Mainz) ist eine deutsche Politikerin (CDU). Vom November 2005 bis zum Dezember 2013 war sie Staatsministerin bei der Bundeskanzlerin und Beauftragte der Bundesregierung für Migration, Flüchtlinge und Integration. Ihre Nachfolgerin in dieser Funktion ist Aydan Özoğuz. Im Kabinett Merkel III ist sie seit Dezember 2013 Staatsministerin im Auswärtigen Amt und für Auswärtige Kultur- und Bildungspolitik zuständig.[1]	none	none
50	Wolfgang Bosbach	dummy.png	/wiki/Wolfgang_Bosbach	Wolfgang Walter Wilhelm Bosbach[1] [ˈbɔsbax] (* 11. Juni 1952 in Bergisch Gladbach) ist ein deutscher Politiker (CDU) und Rechtsanwalt. Bosbach war von Februar 2000 bis November 2009 stellvertretender Vorsitzender der Bundestagsfraktion der Union und von November 2009 bis Juli 2015 Vorsitzender des Innenausschusses des Deutschen Bundestages.	none	none
51	Norbert Brackmann	dummy.png	/wiki/Norbert_Brackmann	Norbert Brackmann (* 30. August 1954 in Lauenburg) ist ein deutscher Politiker (CDU), der 2009 und 2013 als Direktkandidat im Wahlkreis Herzogtum Lauenburg – Stormarn-Süd in den Deutschen Bundestag gewählt wurde.	none	none
52	Klaus Brähmig	dummy.png	/wiki/Klaus_Br%C3%A4hmig	Klaus Peter Brähmig (* 1. August 1957 in Königstein/Sächsische Schweiz) ist ein deutscher Politiker (CDU).	none	none
53	Michael Brand	dummy.png	/wiki/Michael_Brand	Michael Brand (* 19. November 1973 in Fulda) ist ein deutscher Politiker (CDU) und seit 2005 Mitglied des Deutschen Bundestages.	none	none
54	Reinhard Brandl	dummy.png	/wiki/Reinhard_Brandl	Reinhard Brandl (* 1. August 1977 in Ingolstadt) ist ein deutscher Politiker (CSU).	none	none
55	Helmut Brandt (MdB)	dummy.png	/wiki/Helmut_Brandt_(MdB)	Helmut Brandt (* 24. Oktober 1950 in Bardenberg) ist ein deutscher Politiker (CDU) und Justiziar der CDU/CSU-Bundestagsfraktion[1].	none	none
56	Franziska Brantner	dummy.png	/wiki/Franziska_Brantner	Franziska Katharina Brantner (* 24. August 1979 in Lörrach) ist eine deutsche Politikwissenschaftlerin und Politikerin (Bündnis 90/Die Grünen). Sie gehört dem 18. Deutschen Bundestag an.	32323724	fbrantner
57	Willi Brase	dummy.png	/wiki/Willi_Brase	Willi Brase (* 10. Oktober 1951 in Quetzen) ist ein deutscher Politiker (SPD) und Mitglied des Deutschen Bundestages.	none	none
58	Ralf Brauksiepe	dummy.png	/wiki/Ralf_Brauksiepe	Ralf Wolfgang Brauksiepe (* 14. März 1967 in Niederwenigern, jetzt Hattingen) ist ein deutscher Politiker (CDU). Er ist seit 1998 Mitglied des Deutschen Bundestages und seit 2009 Parlamentarischer Staatssekretär.	none	none
59	Helge Braun	dummy.png	/wiki/Helge_Braun	Helge Reinhold Braun (* 18. Oktober 1972 in Gießen) ist ein deutscher Politiker der CDU, direkt gewählter Bundestagsabgeordneter des Wahlkreises Gießen und Staatsminister bei der Bundeskanzlerin.	19108071	HBraun
60	Heike Brehmer	dummy.png	/wiki/Heike_Brehmer	Heike Brehmer (* 5. November 1962 in Staßfurt) ist eine deutsche Politikerin der CDU und ehemalige Landrätin des Landkreises Aschersleben-Staßfurt.	150372237	HeikeBrehmerMdB
61	Ralph Brinkhaus	dummy.png	/wiki/Ralph_Brinkhaus	Ralph Brinkhaus (* 15. Juni 1968 in Wiedenbrück, Kreis Wiedenbrück), ist ein deutscher Politiker (CDU). Er ist seit 2009 Mitglied des Deutschen Bundestages.	38001527	rbrinkhaus
62	Agnieszka Brugger	dummy.png	/wiki/Agnieszka_Brugger	Agnieszka Brugger geb. Malczak (auch Agnes Brugger; * 8. Februar 1985[1] in Legnica, Polen) ist eine deutsche Politikerin (Bündnis 90/Die Grünen) polnischer Herkunft.	172269309	agnieszka_mdb
63	Karl-Heinz Brunner	dummy.png	/wiki/Karl-Heinz_Brunner	Karl-Heinz Brunner (* 14. März 1953 in München) ist ein deutscher Politiker (SPD). Seit der Bundestagswahl 2013 ist er Mitglied des deutschen Bundestages.	none	none
64	Christine Buchholz	dummy.png	/wiki/Christine_Buchholz	Christine Buchholz MdB, (* 2. April 1971 in Hamburg) ist eine deutsche Politikerin der Partei Die Linke. Sie zählt zum linken Flügel der Partei.	426403057	ch_buchholz
65	Eva Bulling-Schröter	dummy.png	/wiki/Eva_Bulling-Schr%C3%B6ter	Eva Maria Bulling-Schröter, geb. Bulling (* 22. Februar 1956 in Ingolstadt) ist eine deutsche Politikerin (Die Linke). Von 1994 bis 2002 war bzw. seit 2005 ist sie Mitglied des Deutschen Bundestages. Den Landesvorsitz der bayerischen Linken hat sie seit 2007.	none	none
66	Edelgard Bulmahn	dummy.png	/wiki/Edelgard_Bulmahn	Edelgard Bulmahn (* 4. März 1951 in Petershagen) ist eine deutsche Politikerin (SPD). Sie war von 1998 bis 2005 Bundesministerin für Bildung und Forschung und von 2005 bis 2009 Vorsitzende des Ausschusses für Wirtschaft und Technologie des Deutschen Bundestages. In der 17. Wahlperiode war sie Mitglied des Auswärtigen Ausschusses des Deutschen Bundestages. Seit Oktober 2013 ist sie Vizepräsidentin des Deutschen Bundestages.	none	none
67	Marco Bülow	dummy.png	/wiki/Marco_B%C3%BClow	Marco Bülow (* 14. Juni 1971 in Dortmund) ist ein deutscher Politiker (SPD). Seit 2002 gehört er als direkt gewählter Abgeordneter im Bundestagswahlkreis Dortmund I dem Deutschen Bundestag an. Seine politischen Schwerpunkte sind Transparenz und Lobbyismus[1] sowie Bau- und Umweltpolitik.[2]	52119203	marcobuelow
68	Martin Burkert	dummy.png	/wiki/Martin_Burkert	Martin Burkert (* 14. Oktober 1964 in Würzburg) ist ein deutscher Politiker (SPD).	none	none
69	Cajus Julius Caesar	dummy.png	/wiki/Cajus_Julius_Caesar	Cajus Julius Caesar (* 22. Januar 1951 in Rinteln) ist ein deutscher Politiker (CDU).	none	none
70	Lars Castellucci	dummy.png	/wiki/Lars_Castellucci	Lars Castellucci (* 24. Februar 1974 in Heidelberg) ist ein deutscher Politiker (SPD) und seit 2013 Mitglied des Deutschen Bundestages für den Wahlkreis Rhein-Neckar.	17469649	larscastellucci
71	Roland Claus	dummy.png	/wiki/Roland_Claus	Roland Claus (* 18. Dezember 1954 in Hettstedt) ist ein deutscher Politiker (SED/PDS/Die Linke). Von 2000 bis 2002 war er Fraktionsvorsitzender der PDS-Bundestagsfraktion. Von 1998 bis 2002 war und seit 2005 ist er Mitglied des Bundestages. Claus war Mitglied der DDR-Volkskammer, Abgeordneter im Landtag von Sachsen-Anhalt und inoffizieller Mitarbeiter der DDR-Staatssicherheit.	none	none
72	Gitta Connemann	dummy.png	/wiki/Gitta_Connemann	Gitta Connemann (geb. Saathoff, * 10. Mai 1964 in Leer in Ostfriesland) ist eine deutsche Juristin und Politikerin (CDU). Seit 2002 ist sie Mitglied des Bundestages.	none	none
73	Petra Crone	dummy.png	/wiki/Petra_Crone	Petra Crone (* 3. Juli 1950 in Lüdenscheid) ist eine deutsche Politikerin (SPD) aus Kierspe, Nordrhein-Westfalen. Sie ist seit der Bundestagswahl 2009 Mitglied des Deutschen Bundestages.	none	none
74	Sevim Dağdelen	dummy.png	/wiki/Sevim_Da%C4%9Fdelen	Sevim Dağdelen (* 4. September 1975 in Duisburg) ist eine deutsche Politikerin der Linken. Sie ist seit 2005 Mitglied des Deutschen Bundestages.	139407967	SevimDagdelen
75	Bernhard Daldrup	dummy.png	/wiki/Bernhard_Daldrup_(SPD)	Bernhard Daldrup (* 1. Juni 1956 in Sendenhorst) ist ein deutscher Politiker (SPD) und Abgeordneter im 18. Deutschen Bundestag.	none	none
76	Diether Dehm	dummy.png	/wiki/Diether_Dehm	Diether Dehm (* 3. April 1950 in Frankfurt am Main) ist ein deutscher Musikproduzent, Liedermacher und Politiker (SPD/PDS/Die Linke). Dem deutschen Bundestag gehörte er 1994 und seit 2005 an. Der von ihm geschriebene Song 1000 und 1 Nacht war 1984 mehrere Wochen in den Charts. In den 1970er Jahren wurde Dehm vom Ministerium für Staatssicherheit als Inoffizieller Mitarbeiter geführt. Dehm erklärte dazu, dass er unwissentlich als Quelle abgeschöpft worden sei.	20986770	Diether_Dehm
77	Ekin Deligöz	dummy.png	/wiki/Ekin_Delig%C3%B6z	Ekin Deligöz (* 21. April 1971 in Tokat, Türkei) ist eine deutsche Politikerin (Bündnis 90/Die Grünen). Sie ist seit 1998 Mitglied des Deutschen Bundestages und seit 2013 Mitglied des Haushaltsausschuss für die Bundestagsfraktion Bündnis 90/Die Grünen.	22125770	ekindeligoez
78	Karamba Diaby	dummy.png	/wiki/Karamba_Diaby	Karamba Diaby (* 27. November 1961 in Marsassoum, Senegal) ist ein deutscher Politiker (SPD) und seit der Bundestagswahl 2013 Mitglied des Deutschen Bundestages. Er ist promovierter Chemiker und Geoökologe.	316355056	KarambaDiaby
79	Alexandra Dinges-Dierig	dummy.png	/wiki/Alexandra_Dinges-Dierig	Alexandra Dinges-Dierig (* 17. Februar 1953 in Lübeck) ist eine deutsche Volkswirtin und Politikerin (CDU). Sie war von 2004 bis 2008 Senatorin für Bildung und Sport der Freien und Hansestadt Hamburg. 2011 kandidierte sie für das Amt des Lübecker Bürgermeisters, unterlag jedoch in der Stichwahl dem Amtsinhaber Bernd Saxe. Seit 2013 ist sie Bundestagsabgeordnete.	none	none
80	Sabine Dittmar	dummy.png	/wiki/Sabine_Dittmar	Sabine Dittmar (* 15. September 1964 in Schweinfurt) ist eine deutsche Politikerin (SPD). Seit 2013 ist sie Abgeordnete des Bundestags.	none	none
81	Alexander Dobrindt	dummy.png	/wiki/Alexander_Dobrindt	Alexander Dobrindt (* 7. Juni 1970 in Peißenberg) ist ein deutscher Politiker (CSU). Er ist seit dem 17. Dezember 2013 im Kabinett Merkel III Bundesminister für Verkehr und digitale Infrastruktur und war vom 9. Februar 2009 bis zum 15. Dezember 2013 Generalsekretär der CSU.	none	none
82	Michael Donth	dummy.png	/wiki/Michael_Donth	Michael Donth (* 8. Juni 1967 in Metzingen) ist ein deutscher Politiker der CDU. Seit 2013 ist er Mitglied des 18. Deutschen Bundestages.	none	none
83	Thomas Dörflinger	dummy.png	/wiki/Thomas_D%C3%B6rflinger	Thomas Dörflinger (* 27. August 1965 in Tiengen) ist ein deutscher Politiker (CDU).	none	none
84	Martin Dörmann	dummy.png	/wiki/Martin_D%C3%B6rmann	Martin Dörmann (* 30. Juni 1962 in Herten) ist ein deutscher Politiker (SPD) und seit 2002 Mitglied des Deutschen Bundestages.	none	none
85	Katja Dörner	dummy.png	/wiki/Katja_D%C3%B6rner	Katja Dörner (* 18. Februar 1976 in Siegen) ist eine deutsche Politikerin (Bündnis 90/Die Grünen). Sie ist seit 2009 Mitglied des Deutschen Bundestages und seit 2013 stellvertretende Vorsitzende der Bundestagsfraktion Bündnis 90/Die Grünen.	19738866	katjadoerner
86	Marie-Luise Dött	dummy.png	/wiki/Marie-Luise_D%C3%B6tt	Marie-Luise Dött geb. Duhn (* 20. April 1953 in Nordhorn) ist eine deutsche Politikerin (CDU).	none	none
87	Elvira Drobinski-Weiß	dummy.png	/wiki/Elvira_Drobinski-Wei%C3%9F	Elvira Drobinski-Weiß (* 26. Juni 1951 auf Norderney) ist eine deutsche Politikerin (SPD).	none	none
88	Katharina Dröge	dummy.png	/wiki/Katharina_Dr%C3%B6ge	Katharina Dröge (* 16. September 1984 in Münster) ist eine deutsche Politikerin (Bündnis 90/Die Grünen) und Abgeordnete im 18. Deutschen Bundestag.	15722010	katdro
89	Hansjörg Durz	dummy.png	/wiki/Hansj%C3%B6rg_Durz	Hansjörg Durz (* 29. Juli 1971 in Augsburg) ist ein bayerischer Politiker (CSU). Am 22. September 2013 wurde er in den Deutschen Bundestag gewählt. Vorher war er Bürgermeister der Stadt Neusäß.	1662533040	Hansjoerg_Durz
90	Iris Eberl	dummy.png	/wiki/Iris_Eberl	Iris Eberl (* 21. Juli 1958 in Schrobenhausen)[1] ist eine deutsche Politikerin (CSU).	none	none
